date,ticker,close
2026-01-15,AARD,15.350000381469727
2026-01-15,ABCL,4.179999828338623
2026-01-15,ABSI,3.049999952316284
2026-01-15,ABUS,4.699999809265137
2026-01-15,ABVX,116.80000305175781
2026-01-15,ACAD,26.530000686645508
2026-01-15,ACIU,3.630000114440918
2026-01-15,ACLX,68.31999969482422
2026-01-15,ACRS,2.6700000762939453
2026-01-15,ADCT,3.549999952316284
2026-01-15,ADMA,17.5
2026-01-15,ADPT,17.780000686645508
2026-01-15,AGIO,27.799999237060547
2026-01-15,ALKS,31.219999313354492
2026-01-15,ALLO,1.6100000143051147
2026-01-15,ALMS,24.170000076293945
2026-01-15,ALNY,359.260009765625
2026-01-15,ALT,4.239999771118164
2026-01-15,ALVO,4.949999809265137
2026-01-15,AMGN,330.0299987792969
2026-01-15,AMLX,13.520000457763672
2026-01-15,AMPH,26.0
2026-01-15,AMRX,13.1899995803833
2026-01-15,ANAB,46.310001373291016
2026-01-15,ANIP,85.29000091552734
2026-01-15,ANNX,6.159999847412109
2026-01-15,ANRO,17.020000457763672
2026-01-15,APGE,80.75
2026-01-15,APLS,20.530000686645508
2026-01-15,AQST,3.3399999141693115
2026-01-15,ARCT,7.610000133514404
2026-01-15,ARDX,7.039999961853027
2026-01-15,ARGX,813.239990234375
2026-01-15,ARQT,26.360000610351562
2026-01-15,ARVN,12.130000114440918
2026-01-15,ARWR,66.25
2026-01-15,ASND,215.0399932861328
2026-01-15,ATAI,3.7100000381469727
2026-01-15,ATXS,12.8100004196167
2026-01-15,AUPH,14.869999885559082
2026-01-15,AURA,5.110000133514404
2026-01-15,AUTL,1.440000057220459
2026-01-15,AVBP,21.899999618530273
2026-01-15,AVIR,3.440000057220459
2026-01-15,AVTR,12.020000457763672
2026-01-15,AVXL,4.849999904632568
2026-01-15,AXSM,174.13999938964844
2026-01-15,AZN,93.98999786376953
2026-01-15,BBIO,76.26000213623047
2026-01-15,BBOT,11.5
2026-01-15,BCAX,16.690000534057617
2026-01-15,BCRX,7.170000076293945
2026-01-15,BCYC,6.46999979019165
2026-01-15,BDTX,2.6700000762939453
2026-01-15,BEAM,32.04999923706055
2026-01-15,BHVN,11.920000076293945
2026-01-15,BIIB,168.57000732421875
2026-01-15,BIOA,21.510000228881836
2026-01-15,BMRN,55.06999969482422
2026-01-15,BNTX,106.06999969482422
2026-01-15,BRKR,49.459999084472656
2026-01-15,CABA,2.0799999237060547
2026-01-15,CADL,5.940000057220459
2026-01-15,CAI,27.1200008392334
2026-01-15,CATX,2.4800000190734863
2026-01-15,CCCC,2.2200000286102295
2026-01-15,CDNA,20.56999969482422
2026-01-15,CDXS,1.7799999713897705
2026-01-15,CGEM,10.65999984741211
2026-01-15,CGON,53.06999969482422
2026-01-15,CHRS,1.659999966621399
2026-01-15,CLDX,25.690000534057617
2026-01-15,CLLS,4.085000038146973
2026-01-15,CMPS,7.309999942779541
2026-01-15,CNTA,22.399999618530273
2026-01-15,COGT,39.25
2026-01-15,COLL,46.900001525878906
2026-01-15,CRBU,1.559999942779541
2026-01-15,CRL,223.47000122070312
2026-01-15,CRMD,7.010000228881836
2026-01-15,CRNX,56.43000030517578
2026-01-15,CRSP,54.209999084472656
2026-01-15,CRVS,7.139999866485596
2026-01-15,CSTL,40.75
2026-01-15,CTKB,5.619999885559082
2026-01-15,CTMX,4.25
2026-01-15,CTNM,11.84000015258789
2026-01-15,CYTK,63.439998626708984
2026-01-15,DAWN,10.5
2026-01-15,DNA,9.579999923706055
2026-01-15,DNLI,18.780000686645508
2026-01-15,DRMA,2.25
2026-01-15,DSGN,9.359999656677246
2026-01-15,DVAX,15.619999885559082
2026-01-15,DYN,16.420000076293945
2026-01-15,EBS,10.949999809265137
2026-01-15,EDIT,2.0899999141693115
2026-01-15,ELVN,25.170000076293945
2026-01-15,ENTA,13.350000381469727
2026-01-15,EOLS,5.0
2026-01-15,EPRX,8.770000457763672
2026-01-15,ERAS,9.5600004196167
2026-01-15,ESPR,3.130000114440918
2026-01-15,ETON,15.40999984741211
2026-01-15,EWTX,26.600000381469727
2026-01-15,EXEL,45.439998626708984
2026-01-15,EYPT,15.84000015258789
2026-01-15,FATE,1.0499999523162842
2026-01-15,FDMT,7.610000133514404
2026-01-15,FGEN,9.069999694824219
2026-01-15,FHTX,6.28000020980835
2026-01-15,FLGT,28.649999618530273
2026-01-15,FOLD,14.3100004196167
2026-01-15,FTRE,15.960000038146973
2026-01-15,FULC,10.380000114440918
2026-01-15,GERN,1.2999999523162842
2026-01-15,GH,111.9800033569336
2026-01-15,GHRS,16.959999084472656
2026-01-15,GILD,121.26000213623047
2026-01-15,GLPG,34.029998779296875
2026-01-15,GLUE,24.079999923706055
2026-01-15,GMAB,33.849998474121094
2026-01-15,GOSS,2.450000047683716
2026-01-15,GPCR,85.0199966430664
2026-01-15,GRAL,97.44000244140625
2026-01-15,GRFS,8.930000305175781
2026-01-15,HALO,71.81999969482422
2026-01-15,HRMY,36.40999984741211
2026-01-15,HROW,48.4900016784668
2026-01-15,HRTX,1.4900000095367432
2026-01-15,HUMA,1.100000023841858
2026-01-15,IBRX,3.950000047683716
2026-01-15,IDYA,36.060001373291016
2026-01-15,ILMN,145.3000030517578
2026-01-15,IMCR,32.75
2026-01-15,IMMP,3.0299999713897705
2026-01-15,IMRX,4.639999866485596
2026-01-15,IMVT,26.0
2026-01-15,INBX,71.80000305175781
2026-01-15,INCY,105.23999786376953
2026-01-15,INDV,32.8849983215332
2026-01-15,INSM,159.27000427246094
2026-01-15,INVA,19.760000228881836
