date,ticker,close
2025-12-16,ACAD,26.799999237060547
2025-12-17,ACAD,26.93000030517578
2025-12-18,ACAD,26.600000381469727
2025-12-19,ACAD,27.15999984741211
2025-12-22,ACAD,28.059999465942383
2025-12-23,ACAD,27.829999923706055
2025-12-24,ACAD,27.8700008392334
2025-12-26,ACAD,27.6200008392334
2025-12-29,ACAD,27.260000228881836
2025-12-30,ACAD,26.700000762939453
2025-12-31,ACAD,26.709999084472656
2026-01-02,ACAD,26.290000915527344
2026-01-05,ACAD,26.149999618530273
2026-01-06,ACAD,26.940000534057617
2026-01-07,ACAD,27.420000076293945
2026-01-08,ACAD,26.90999984741211
2026-01-09,ACAD,26.780000686645508
2026-01-12,ACAD,26.59000015258789
2026-01-13,ACAD,26.459999084472656
2026-01-14,ACAD,26.860000610351562
2026-01-15,ACAD,26.530000686645508
2026-01-16,ACAD,25.989999771118164
2025-12-16,ADMA,19.170000076293945
2025-12-17,ADMA,18.829999923706055
2025-12-18,ADMA,18.809999465942383
2025-12-19,ADMA,19.579999923706055
2025-12-22,ADMA,19.8799991607666
2025-12-23,ADMA,19.489999771118164
2025-12-24,ADMA,19.540000915527344
2025-12-26,ADMA,19.280000686645508
2025-12-29,ADMA,19.110000610351562
2025-12-30,ADMA,18.360000610351562
2025-12-31,ADMA,18.239999771118164
2026-01-02,ADMA,17.8799991607666
2026-01-05,ADMA,18.030000686645508
2026-01-06,ADMA,18.34000015258789
2026-01-07,ADMA,18.81999969482422
2026-01-08,ADMA,18.06999969482422
2026-01-09,ADMA,17.950000762939453
2026-01-12,ADMA,17.93000030517578
2026-01-13,ADMA,17.700000762939453
2026-01-14,ADMA,18.280000686645508
2026-01-15,ADMA,17.5
2026-01-16,ADMA,17.309999465942383
2025-12-16,ALKS,28.059999465942383
2025-12-17,ALKS,28.040000915527344
2025-12-18,ALKS,27.809999465942383
2025-12-19,ALKS,28.450000762939453
2025-12-22,ALKS,28.6299991607666
2025-12-23,ALKS,28.489999771118164
2025-12-24,ALKS,28.520000457763672
2025-12-26,ALKS,28.489999771118164
2025-12-29,ALKS,28.010000228881836
2025-12-30,ALKS,27.809999465942383
2025-12-31,ALKS,27.979999542236328
2026-01-02,ALKS,28.260000228881836
2026-01-05,ALKS,28.0
2026-01-06,ALKS,28.780000686645508
2026-01-07,ALKS,29.360000610351562
2026-01-08,ALKS,29.600000381469727
2026-01-09,ALKS,29.65999984741211
2026-01-12,ALKS,29.6200008392334
2026-01-13,ALKS,29.149999618530273
2026-01-14,ALKS,30.6200008392334
2026-01-15,ALKS,31.219999313354492
2026-01-16,ALKS,31.6299991607666
2025-12-16,ALNY,391.1700134277344
2025-12-17,ALNY,392.1000061035156
2025-12-18,ALNY,396.0400085449219
2025-12-19,ALNY,400.2300109863281
2025-12-22,ALNY,407.7300109863281
2025-12-23,ALNY,398.70001220703125
2025-12-24,ALNY,400.69000244140625
2025-12-26,ALNY,400.5899963378906
2025-12-29,ALNY,398.82000732421875
2025-12-30,ALNY,397.25
2025-12-31,ALNY,397.6499938964844
2026-01-02,ALNY,400.1700134277344
2026-01-05,ALNY,397.8299865722656
2026-01-06,ALNY,406.3999938964844
2026-01-07,ALNY,422.5
2026-01-08,ALNY,399.3999938964844
2026-01-09,ALNY,398.2900085449219
2026-01-12,ALNY,370.9100036621094
2026-01-13,ALNY,369.9599914550781
2026-01-14,ALNY,366.8599853515625
2026-01-15,ALNY,359.260009765625
2026-01-16,ALNY,359.2699890136719
2025-12-16,AMGN,326.739990234375
2025-12-17,AMGN,326.010009765625
2025-12-18,AMGN,324.4200134277344
2025-12-19,AMGN,327.3800048828125
2025-12-22,AMGN,331.3900146484375
2025-12-23,AMGN,331.489990234375
2025-12-24,AMGN,333.9599914550781
2025-12-26,AMGN,332.92999267578125
2025-12-29,AMGN,329.6300048828125
2025-12-30,AMGN,328.69000244140625
2025-12-31,AMGN,327.30999755859375
2026-01-02,AMGN,327.6400146484375
2026-01-05,AMGN,320.7200012207031
2026-01-06,AMGN,330.1700134277344
2026-01-07,AMGN,341.6400146484375
2026-01-08,AMGN,330.1099853515625
2026-01-09,AMGN,326.1000061035156
2026-01-12,AMGN,325.5400085449219
2026-01-13,AMGN,324.29998779296875
2026-01-14,AMGN,328.9700012207031
2026-01-15,AMGN,330.0299987792969
2026-01-16,AMGN,330.4100036621094
2025-12-16,AMLX,12.3100004196167
2025-12-17,AMLX,11.869999885559082
2025-12-18,AMLX,11.920000076293945
2025-12-19,AMLX,12.020000457763672
2025-12-22,AMLX,12.5
2025-12-23,AMLX,12.3100004196167
2025-12-24,AMLX,12.489999771118164
2025-12-26,AMLX,12.329999923706055
2025-12-29,AMLX,12.1899995803833
2025-12-30,AMLX,12.0
2025-12-31,AMLX,12.079999923706055
2026-01-02,AMLX,11.420000076293945
2026-01-05,AMLX,11.390000343322754
2026-01-06,AMLX,11.380000114440918
2026-01-07,AMLX,11.989999771118164
2026-01-08,AMLX,11.829999923706055
2026-01-09,AMLX,12.210000038146973
2026-01-12,AMLX,12.390000343322754
2026-01-13,AMLX,12.600000381469727
2026-01-14,AMLX,14.069999694824219
2026-01-15,AMLX,13.520000457763672
2026-01-16,AMLX,14.300000190734863
2025-12-16,AMPH,25.610000610351562
2025-12-17,AMPH,26.06999969482422
2025-12-18,AMPH,26.5
2025-12-19,AMPH,26.600000381469727
2025-12-22,AMPH,27.31999969482422
2025-12-23,AMPH,26.450000762939453
2025-12-24,AMPH,26.809999465942383
2025-12-26,AMPH,27.1200008392334
2025-12-29,AMPH,26.790000915527344
2025-12-30,AMPH,27.0
2025-12-31,AMPH,26.780000686645508
2026-01-02,AMPH,26.459999084472656
2026-01-05,AMPH,26.719999313354492
2026-01-06,AMPH,27.6200008392334
2026-01-07,AMPH,27.329999923706055
2026-01-08,AMPH,27.739999771118164
2026-01-09,AMPH,27.739999771118164
2026-01-12,AMPH,29.399999618530273
2026-01-13,AMPH,28.90999984741211
2026-01-14,AMPH,27.760000228881836
2026-01-15,AMPH,26.0
2026-01-16,AMPH,26.06999969482422
2025-12-16,AMRX,12.170000076293945
2025-12-17,AMRX,12.329999923706055
2025-12-18,AMRX,12.640000343322754
2025-12-19,AMRX,12.569999694824219
2025-12-22,AMRX,12.819999694824219
2025-12-23,AMRX,12.84000015258789
2025-12-24,AMRX,12.869999885559082
2025-12-26,AMRX,12.949999809265137
2025-12-29,AMRX,12.90999984741211
2025-12-30,AMRX,12.880000114440918
2025-12-31,AMRX,12.600000381469727
2026-01-02,AMRX,12.65999984741211
2026-01-05,AMRX,12.710000038146973
2026-01-06,AMRX,12.989999771118164
2026-01-07,AMRX,13.260000228881836
2026-01-08,AMRX,13.199999809265137
2026-01-09,AMRX,12.960000038146973
2026-01-12,AMRX,12.979999542236328
2026-01-13,AMRX,12.970000267028809
2026-01-14,AMRX,13.25
2026-01-15,AMRX,13.1899995803833
2026-01-16,AMRX,13.40999984741211
2025-12-16,ANIP,81.0999984741211
2025-12-17,ANIP,82.3499984741211
2025-12-18,ANIP,82.83000183105469
2025-12-19,ANIP,82.8499984741211
2025-12-22,ANIP,80.72000122070312
2025-12-23,ANIP,80.7300033569336
2025-12-24,ANIP,82.18000030517578
2025-12-26,ANIP,82.41000366210938
2025-12-29,ANIP,81.37999725341797
2025-12-30,ANIP,79.41999816894531
2025-12-31,ANIP,78.94000244140625
2026-01-02,ANIP,78.43000030517578
2026-01-05,ANIP,78.66000366210938
2026-01-06,ANIP,77.4800033569336
2026-01-07,ANIP,79.47000122070312
2026-01-08,ANIP,81.04000091552734
2026-01-09,ANIP,76.27999877929688
2026-01-12,ANIP,84.3499984741211
2026-01-13,ANIP,82.27999877929688
2026-01-14,ANIP,85.02999877929688
2026-01-15,ANIP,85.29000091552734
2026-01-16,ANIP,84.83000183105469
2025-12-16,ANRO,17.100000381469727
2025-12-17,ANRO,18.190000534057617
2025-12-18,ANRO,19.450000762939453
2025-12-19,ANRO,19.979999542236328
2025-12-22,ANRO,20.040000915527344
2025-12-23,ANRO,19.65999984741211
2025-12-24,ANRO,19.8799991607666
2025-12-26,ANRO,18.43000030517578
2025-12-29,ANRO,18.56999969482422
2025-12-30,ANRO,17.940000534057617
2025-12-31,ANRO,17.799999237060547
2026-01-02,ANRO,16.59000015258789
2026-01-05,ANRO,16.530000686645508
2026-01-06,ANRO,15.079999923706055
2026-01-07,ANRO,16.0
2026-01-08,ANRO,15.890000343322754
2026-01-09,ANRO,16.3700008392334
2026-01-12,ANRO,16.940000534057617
2026-01-13,ANRO,16.5
2026-01-14,ANRO,17.15999984741211
2026-01-15,ANRO,17.020000457763672
2026-01-16,ANRO,17.170000076293945
2025-12-16,APLS,25.309999465942383
2025-12-17,APLS,25.200000762939453
2025-12-18,APLS,24.479999542236328
2025-12-19,APLS,24.649999618530273
2025-12-22,APLS,25.399999618530273
2025-12-23,APLS,24.81999969482422
2025-12-24,APLS,25.15999984741211
2025-12-26,APLS,24.969999313354492
2025-12-29,APLS,25.170000076293945
2025-12-30,APLS,25.239999771118164
2025-12-31,APLS,25.1200008392334
2026-01-02,APLS,25.860000610351562
2026-01-05,APLS,24.8700008392334
2026-01-06,APLS,23.940000534057617
2026-01-07,APLS,26.489999771118164
2026-01-08,APLS,26.260000228881836
2026-01-09,APLS,27.299999237060547
2026-01-12,APLS,23.200000762939453
2026-01-13,APLS,21.329999923706055
2026-01-14,APLS,20.329999923706055
2026-01-15,APLS,20.530000686645508
2026-01-16,APLS,19.940000534057617
2025-12-16,AQST,5.820000171661377
2025-12-17,AQST,5.630000114440918
2025-12-18,AQST,5.809999942779541
2025-12-19,AQST,5.800000190734863
2025-12-22,AQST,5.960000038146973
2025-12-23,AQST,5.869999885559082
2025-12-24,AQST,5.96999979019165
2025-12-26,AQST,5.989999771118164
2025-12-29,AQST,6.46999979019165
2025-12-30,AQST,6.380000114440918
2025-12-31,AQST,6.460000038146973
2026-01-02,AQST,6.449999809265137
2026-01-05,AQST,6.230000019073486
2026-01-06,AQST,6.239999771118164
2026-01-07,AQST,6.230000019073486
2026-01-08,AQST,6.210000038146973
2026-01-09,AQST,3.9100000858306885
2026-01-12,AQST,3.509999990463257
2026-01-13,AQST,3.4200000762939453
2026-01-14,AQST,3.5199999809265137
2026-01-15,AQST,3.3399999141693115
2026-01-16,AQST,3.309999942779541
2025-12-16,ARCT,7.130000114440918
2025-12-17,ARCT,6.519999980926514
2025-12-18,ARCT,6.429999828338623
2025-12-19,ARCT,6.53000020980835
2025-12-22,ARCT,6.590000152587891
2025-12-23,ARCT,6.429999828338623
2025-12-24,ARCT,6.5
2025-12-26,ARCT,6.159999847412109
2025-12-29,ARCT,6.159999847412109
2025-12-30,ARCT,6.190000057220459
2025-12-31,ARCT,6.130000114440918
2026-01-02,ARCT,6.25
2026-01-05,ARCT,6.369999885559082
2026-01-06,ARCT,6.610000133514404
2026-01-07,ARCT,6.840000152587891
2026-01-08,ARCT,6.769999980926514
2026-01-09,ARCT,6.78000020980835
2026-01-12,ARCT,7.53000020980835
2026-01-13,ARCT,7.570000171661377
2026-01-14,ARCT,7.730000019073486
2026-01-15,ARCT,7.610000133514404
2026-01-16,ARCT,7.289999961853027
2025-12-16,ARVN,11.899999618530273
2025-12-17,ARVN,11.720000267028809
2025-12-18,ARVN,11.279999732971191
2025-12-19,ARVN,11.680000305175781
2025-12-22,ARVN,12.319999694824219
2025-12-23,ARVN,12.180000305175781
2025-12-24,ARVN,12.170000076293945
2025-12-26,ARVN,12.15999984741211
2025-12-29,ARVN,11.899999618530273
2025-12-30,ARVN,11.729999542236328
2025-12-31,ARVN,11.859999656677246
2026-01-02,ARVN,11.470000267028809
2026-01-05,ARVN,11.170000076293945
2026-01-06,ARVN,11.829999923706055
2026-01-07,ARVN,12.40999984741211
2026-01-08,ARVN,12.180000305175781
2026-01-09,ARVN,12.069999694824219
2026-01-12,ARVN,12.149999618530273
2026-01-13,ARVN,12.289999961853027
2026-01-14,ARVN,12.199999809265137
2026-01-15,ARVN,12.130000114440918
2026-01-16,ARVN,12.199999809265137
2025-12-16,ARWR,64.66000366210938
2025-12-17,ARWR,64.80000305175781
2025-12-18,ARWR,66.47000122070312
2025-12-19,ARWR,68.16000366210938
2025-12-22,ARWR,69.0
2025-12-23,ARWR,69.83000183105469
2025-12-24,ARWR,70.11000061035156
2025-12-26,ARWR,70.16000366210938
2025-12-29,ARWR,69.62000274658203
2025-12-30,ARWR,67.25
2025-12-31,ARWR,66.38999938964844
2026-01-02,ARWR,67.79000091552734
2026-01-05,ARWR,63.880001068115234
2026-01-06,ARWR,70.80999755859375
2026-01-07,ARWR,65.69000244140625
2026-01-08,ARWR,65.0
2026-01-09,ARWR,64.55999755859375
2026-01-12,ARWR,65.93000030517578
2026-01-13,ARWR,65.54499816894531
2026-01-14,ARWR,65.91000366210938
2026-01-15,ARWR,66.25
2026-01-16,ARWR,63.84000015258789
2025-12-16,AUPH,15.850000381469727
2025-12-17,AUPH,15.789999961853027
2025-12-18,AUPH,15.90999984741211
2025-12-19,AUPH,16.18000030517578
2025-12-22,AUPH,16.309999465942383
2025-12-23,AUPH,16.209999084472656
2025-12-24,AUPH,16.274999618530273
2025-12-26,AUPH,16.25
2025-12-29,AUPH,15.890000343322754
2025-12-30,AUPH,15.819999694824219
2025-12-31,AUPH,15.949999809265137
2026-01-02,AUPH,15.350000381469727
2026-01-05,AUPH,15.300000190734863
2026-01-06,AUPH,15.4399995803833
2026-01-07,AUPH,16.020000457763672
2026-01-08,AUPH,15.329999923706055
